UniProt_ID,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN,PCP_TN,PCP_SM,PCP_LR,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5,SEP,SER_A,SER_C,SER_D,SER_E,SER_F,SER_G,SER_H,SER_I,SER_K,SER_L,SER_M,SER_N,SER_P,SER_Q,SER_R,SER_S,SER_T,SER_V,SER_W,SER_Y,Betweenness,Betweenness(Weight),Closeness,Closeness(Weight),Degree,Degree(Weight),Eigenvector,Eigenvector(Weight),Label
O60296,5.25,1.75,4.05,9.63,2.84,5.25,2.19,4.05,4.81,11.93,2.3,3.61,5.8,6.89,5.03,11.93,6.24,4.49,0.33,1.64,0.12,0.14,0.74,0.28,0.42,0.37,0.06,0.05,0.14,0.12,0.74,0.45,0.21,0.44,0.18,0.04,0.48,0.21,0.31,0.36,0.35,0.3,0.24,0.48,0.52,0.38,-0.49,-0.26,-0.62,0.22,4.05,-0.22,-0.1,-0.19,-0.33,-0.15,-0.22,-0.12,-0.19,-0.21,-0.37,-0.13,-0.17,-0.24,-0.27,-0.22,-0.37,-0.25,-0.2,-0.03,-0.1,7989.79,8841,0.32,0.22,15,10.85,0,0,1
O60303,6,1.24,7.48,7.73,2.6,6.98,2.97,4.7,5.25,9.33,1.55,3.58,7.17,4.26,7.05,8.28,5.44,4.88,1.55,1.98,0.15,0.15,0.7,0.21,0.45,0.39,0.07,0.06,0.15,0.15,0.7,0.44,0.26,0.4,0.14,0.03,0.44,0.22,0.34,0.37,0.36,0.27,0.23,0.51,0.49,0.47,-0.36,-0.23,-0.44,0.22,4.14,-0.24,-0.08,-0.28,-0.29,-0.14,-0.27,-0.15,-0.21,-0.22,-0.32,-0.09,-0.17,-0.27,-0.19,-0.27,-0.3,-0.23,-0.21,-0.09,-0.11,6963.12,6909,0.29,0.17,7,3.72,0,0,1
O60304,5.83,3.33,3.33,10,3.12,8.96,3.96,1.46,3.54,9.38,1.04,1.04,10.62,6.67,9.38,6.46,4.38,4.79,1.04,1.67,0.17,0.13,0.7,0.23,0.46,0.41,0.11,0.06,0.13,0.17,0.7,0.45,0.29,0.4,0.11,0.04,0.5,0.2,0.3,0.38,0.35,0.28,0.25,0.49,0.51,0.51,-0.37,-0.21,-0.3,0.23,4.02,-0.24,-0.16,-0.16,-0.33,-0.16,-0.31,-0.18,-0.09,-0.17,-0.32,-0.07,-0.07,-0.34,-0.26,-0.32,-0.26,-0.2,-0.21,-0.07,-0.1,28.31,21,0.28,0.16,4,1.87,0,0,1
O60306,5.72,1.28,4.78,8.15,5.25,4.31,2.83,6.13,5.32,10.24,2.63,4.85,5.93,4.92,5.86,4.78,6.26,6.2,1.01,3.57,0.14,0.13,0.73,0.21,0.47,0.39,0.06,0.1,0.13,0.14,0.73,0.51,0.25,0.33,0.11,0.04,0.46,0.3,0.25,0.4,0.34,0.26,0.16,0.44,0.56,-0.02,-0.26,-0.34,-0.4,0.1,4.19,-0.24,-0.08,-0.21,-0.3,-0.22,-0.2,-0.15,-0.25,-0.23,-0.34,-0.14,-0.21,-0.24,-0.21,-0.24,-0.21,-0.25,-0.25,-0.07,-0.17,1349.69,420,0.34,0.23,37,26.51,0,0,1
O60307,7.03,1.07,4.81,7.26,3.51,7.64,2.75,3.44,3.59,10.01,1.68,1.91,8.86,2.9,8.79,12.53,4.66,5.19,0.61,1.76,0.15,0.12,0.73,0.23,0.48,0.42,0.09,0.06,0.12,0.15,0.73,0.46,0.26,0.4,0.17,0.03,0.44,0.2,0.36,0.39,0.29,0.32,0.28,0.54,0.46,0.39,-0.48,-0.19,-0.39,0.3,4.02,-0.27,-0.07,-0.21,-0.28,-0.17,-0.28,-0.14,-0.17,-0.17,-0.33,-0.1,-0.11,-0.31,-0.15,-0.31,-0.38,-0.21,-0.22,-0.05,-0.1,12.31,5,0.3,0.17,2,0.9,0,0,1
O60308,8.86,2.16,4.97,8.97,2.92,4.76,3.03,5.08,8,10.27,2.38,2.49,5.62,4.54,6.05,7.24,3.68,4.97,0.43,3.57,0.17,0.14,0.69,0.21,0.45,0.4,0.06,0.07,0.14,0.17,0.69,0.46,0.25,0.34,0.11,0.05,0.52,0.23,0.25,0.4,0.35,0.26,0.23,0.45,0.55,0.28,-0.36,-0.32,-0.37,0.21,4.13,-0.31,-0.12,-0.22,-0.31,-0.15,-0.21,-0.15,-0.22,-0.29,-0.34,-0.13,-0.13,-0.23,-0.2,-0.25,-0.27,-0.18,-0.22,-0.03,-0.17,127.78,535,0.27,0.17,3,1.64,0,0,1
O60312,7.2,2.6,4.07,5.94,4.47,5.67,2.33,3.74,4.2,12.07,1.8,3.34,5.07,4.27,7.07,9.54,5.67,6.87,1.33,2.74,0.14,0.1,0.76,0.25,0.48,0.41,0.05,0.09,0.1,0.14,0.76,0.51,0.22,0.35,0.15,0.04,0.45,0.27,0.28,0.44,0.27,0.27,0.25,0.5,0.5,0.06,-0.47,-0.28,-0.38,0.14,4.14,-0.27,-0.14,-0.19,-0.24,-0.2,-0.24,-0.13,-0.18,-0.19,-0.37,-0.1,-0.16,-0.22,-0.19,-0.27,-0.32,-0.24,-0.27,-0.08,-0.14,0,0,0.19,0.13,2,1.54,0,0,1
O60313,5.52,1.04,5.94,9.17,3.75,3.44,2.81,5.31,8.85,10.52,2.08,3.85,3.33,4.9,6.46,6.88,5.31,6.56,1.88,2.4,0.18,0.15,0.67,0.21,0.42,0.35,0.03,0.08,0.15,0.18,0.67,0.45,0.25,0.36,0.12,0.03,0.5,0.26,0.23,0.38,0.36,0.23,0.17,0.42,0.58,0.28,-0.21,-0.48,-0.4,0.13,4.14,-0.23,-0.07,-0.24,-0.32,-0.18,-0.17,-0.15,-0.23,-0.31,-0.34,-0.12,-0.18,-0.16,-0.21,-0.26,-0.27,-0.23,-0.26,-0.11,-0.13,188.98,38,0.36,0.22,11,5.55,0,0,1
O60315,4.61,2.14,5.44,9.39,2.72,5.27,3.95,3.87,7.99,7.41,3.21,5.52,7.25,4.04,4.28,10.79,5.44,3.38,0.16,3.13,0.16,0.15,0.69,0.26,0.38,0.32,0.07,0.06,0.15,0.16,0.69,0.4,0.29,0.4,0.16,0.05,0.45,0.21,0.34,0.3,0.4,0.34,0.23,0.5,0.5,0.65,-0.26,-0.09,-0.43,0.13,4.13,-0.21,-0.12,-0.23,-0.32,-0.14,-0.22,-0.18,-0.18,-0.29,-0.28,-0.16,-0.23,-0.27,-0.19,-0.2,-0.35,-0.23,-0.17,-0.02,-0.16,231.22,64,0.39,0.26,30,15.38,0.02,0.01,1
O60318,7.22,2.12,4.55,7.73,4.44,5.96,2.42,2.93,5.1,10.81,1.82,2.98,6.57,5.3,5.71,10.71,4.75,6.72,0.96,1.21,0.13,0.12,0.75,0.24,0.47,0.4,0.07,0.07,0.12,0.13,0.75,0.48,0.23,0.39,0.16,0.04,0.46,0.23,0.31,0.41,0.32,0.28,0.26,0.52,0.48,0.26,-0.49,-0.2,-0.46,0.23,4.1,-0.27,-0.12,-0.2,-0.29,-0.2,-0.24,-0.13,-0.15,-0.22,-0.35,-0.11,-0.15,-0.26,-0.23,-0.24,-0.35,-0.21,-0.26,-0.06,-0.08,2593.36,2637,0.33,0.22,18,11.39,0,0,1
O60331,9.43,0.75,5.54,8.68,4.04,7.04,2.1,3.74,5.54,8.23,1.95,1.95,6.74,4.34,5.09,9.73,5.69,5.39,0.45,3.59,0.13,0.14,0.73,0.24,0.47,0.41,0.07,0.08,0.14,0.13,0.73,0.46,0.21,0.41,0.15,0.03,0.45,0.24,0.31,0.39,0.33,0.3,0.27,0.52,0.48,0.35,-0.52,-0.17,-0.52,0.25,4.09,-0.32,-0.05,-0.23,-0.31,-0.19,-0.27,-0.12,-0.18,-0.23,-0.3,-0.11,-0.11,-0.26,-0.2,-0.22,-0.33,-0.24,-0.23,-0.04,-0.17,276.24,705,0.35,0.26,16,13.27,0,0.01,1
O60333,5.95,1.38,5.45,9.09,3.85,5.23,2.31,5.01,5.89,9.42,1.98,3.96,4.9,3.8,5.73,10.3,5.73,5.95,0.99,3.08,0.14,0.15,0.72,0.24,0.43,0.37,0.05,0.08,0.15,0.14,0.72,0.45,0.23,0.4,0.16,0.03,0.44,0.26,0.3,0.38,0.33,0.28,0.23,0.49,0.51,0.33,-0.38,-0.26,-0.52,0.14,4.14,-0.24,-0.09,-0.23,-0.31,-0.18,-0.22,-0.13,-0.22,-0.24,-0.32,-0.11,-0.19,-0.21,-0.18,-0.24,-0.34,-0.24,-0.24,-0.07,-0.16,7261.02,6939.5,0.35,0.23,40,22.28,0,0,1
O60336,7.79,2.11,4.76,6.47,2.44,6.94,2.58,3.63,4.23,9.11,1.39,2.58,7.99,4.89,6.08,12.68,4.82,6.61,0.99,1.92,0.13,0.11,0.76,0.26,0.47,0.42,0.08,0.05,0.11,0.13,0.76,0.47,0.23,0.41,0.18,0.04,0.43,0.23,0.35,0.4,0.31,0.31,0.3,0.56,0.44,0.38,-0.58,-0.13,-0.46,0.27,4.08,-0.29,-0.12,-0.21,-0.26,-0.13,-0.27,-0.14,-0.17,-0.19,-0.32,-0.09,-0.14,-0.29,-0.21,-0.25,-0.38,-0.21,-0.26,-0.07,-0.11,0,0,0.25,0.14,1,0.42,0,0,1
O60337,7.58,2.53,3.41,5.6,4.73,5.93,3.19,6.37,2.53,14.4,2.31,3.74,5.49,4.07,4.4,4.51,4.07,9.45,2.75,2.97,0.1,0.09,0.81,0.18,0.59,0.49,0.06,0.1,0.09,0.1,0.81,0.6,0.19,0.28,0.09,0.05,0.44,0.33,0.23,0.54,0.25,0.23,0.21,0.47,0.53,-0.58,-0.54,-0.28,-0.31,0.11,4.14,-0.28,-0.13,-0.17,-0.23,-0.21,-0.24,-0.16,-0.25,-0.13,-0.4,-0.13,-0.18,-0.23,-0.19,-0.2,-0.2,-0.19,-0.32,-0.14,-0.15,8639.96,7291,0.36,0.23,24,12.73,0,0,1
O60341,10.21,1.06,3.76,8.22,3.17,7.75,1.76,3.76,5.99,9.27,1.76,3.64,7.63,5.05,5.05,6.22,5.16,7.04,1.06,2.46,0.13,0.12,0.75,0.2,0.52,0.46,0.08,0.07,0.12,0.13,0.75,0.5,0.24,0.36,0.11,0.03,0.47,0.24,0.29,0.43,0.34,0.25,0.25,0.53,0.48,0.2,-0.59,-0.26,-0.45,0.24,4.1,-0.34,-0.07,-0.18,-0.3,-0.16,-0.29,-0.1,-0.18,-0.24,-0.32,-0.1,-0.17,-0.28,-0.22,-0.22,-0.25,-0.22,-0.27,-0.07,-0.13,6184.85,10081,0.4,0.28,59,37.71,0.01,0.01,1
O60343,5.78,2.16,4.85,8.09,4.01,4.55,2.77,4.16,6.09,10.86,2.31,3.24,6.47,6.24,6.24,10.79,4.01,4.62,0.62,2.16,0.15,0.13,0.72,0.25,0.43,0.36,0.07,0.07,0.13,0.15,0.72,0.45,0.25,0.39,0.15,0.05,0.48,0.22,0.3,0.37,0.35,0.29,0.23,0.47,0.54,0.32,-0.31,-0.24,-0.43,0.22,4.12,-0.24,-0.12,-0.21,-0.29,-0.19,-0.2,-0.14,-0.19,-0.25,-0.35,-0.13,-0.16,-0.26,-0.25,-0.25,-0.35,-0.19,-0.21,-0.05,-0.12,43.32,0,0.35,0.23,8,4.76,0,0,1
O60346,9.55,2.45,4.31,6.87,2.45,7.16,2.5,3.15,3.9,11.36,1.57,3.96,8.74,4.72,5.59,9.26,3.96,6.29,0.47,1.75,0.12,0.11,0.77,0.22,0.51,0.46,0.09,0.05,0.11,0.12,0.77,0.5,0.25,0.36,0.13,0.04,0.46,0.21,0.33,0.43,0.33,0.28,0.28,0.56,0.44,0.25,-0.61,-0.12,-0.45,0.28,4.07,-0.32,-0.13,-0.2,-0.27,-0.13,-0.27,-0.13,-0.16,-0.18,-0.36,-0.09,-0.18,-0.31,-0.21,-0.23,-0.32,-0.18,-0.25,-0.04,-0.1,1370.64,394,0.37,0.26,29,16.35,0.01,0.01,1
O60347,9.42,1.81,5.29,9.16,4.65,8.13,1.55,4,4.9,8.9,1.55,2.71,7.61,3.23,7.61,8.13,3.48,4.39,1.42,2.06,0.14,0.15,0.72,0.19,0.5,0.43,0.08,0.08,0.15,0.14,0.72,0.47,0.24,0.37,0.12,0.03,0.46,0.22,0.32,0.43,0.33,0.24,0.28,0.51,0.49,0.35,-0.43,-0.16,-0.42,0.22,4.09,-0.32,-0.11,-0.22,-0.32,-0.21,-0.29,-0.09,-0.19,-0.21,-0.31,-0.09,-0.14,-0.28,-0.16,-0.28,-0.29,-0.17,-0.2,-0.09,-0.12,22.9,14,0.24,0.14,3,1.65,0,0,0
O60353,5.52,4.25,3.68,5.81,5.81,6.66,2.69,5.52,6.09,9.92,2.55,2.41,4.96,3.54,4.39,7.93,6.52,6.94,1.7,3.12,0.13,0.1,0.77,0.25,0.5,0.4,0.05,0.11,0.1,0.13,0.77,0.54,0.21,0.34,0.14,0.07,0.41,0.34,0.26,0.46,0.27,0.28,0.24,0.49,0.51,-0.13,-0.52,-0.19,-0.32,0.03,4.2,-0.23,-0.19,-0.18,-0.24,-0.24,-0.26,-0.14,-0.23,-0.25,-0.33,-0.14,-0.13,-0.22,-0.17,-0.2,-0.29,-0.26,-0.27,-0.1,-0.16,372.58,305,0.35,0.23,16,11.32,0,0,1
O60356,9.76,0,4.88,7.32,1.22,10.98,2.44,0,7.32,7.32,1.22,3.66,9.76,3.66,10.98,9.76,6.1,1.22,0,2.44,0.21,0.12,0.67,0.22,0.42,0.39,0.1,0.04,0.12,0.21,0.67,0.37,0.34,0.43,0.16,0.01,0.5,0.11,0.39,0.31,0.37,0.32,0.31,0.56,0.44,1.08,-0.4,-0.27,-0.3,0.32,3.81,-0.33,0,-0.21,-0.28,-0.08,-0.35,-0.13,0,-0.28,-0.28,-0.08,-0.18,-0.33,-0.18,-0.35,-0.33,-0.25,-0.08,0,-0.13,52.18,101,0.38,0.26,9,5.14,0,0,1
O60359,6.98,1.9,4.44,4.44,6.98,6.03,3.49,6.67,4.44,6.98,2.22,3.17,3.81,1.9,8.25,11.75,6.67,5.4,0.95,3.49,0.16,0.09,0.75,0.26,0.46,0.36,0.04,0.11,0.09,0.16,0.75,0.49,0.23,0.35,0.18,0.04,0.39,0.32,0.29,0.42,0.22,0.31,0.27,0.5,0.5,0.16,-0.37,-0.24,-0.27,0.08,4.14,-0.27,-0.11,-0.2,-0.2,-0.27,-0.24,-0.17,-0.26,-0.2,-0.27,-0.12,-0.16,-0.18,-0.11,-0.3,-0.36,-0.26,-0.23,-0.06,-0.17,7086.92,3969,0.33,0.23,26,16.77,0,0,1
O60381,4.86,3.11,6.23,6.61,3.5,6.03,3.5,2.14,6.03,7.59,3.11,5.06,6.03,4.09,4.28,12.84,4.28,5.45,2.14,3.11,0.14,0.13,0.73,0.27,0.41,0.32,0.06,0.09,0.13,0.14,0.73,0.42,0.25,0.4,0.17,0.06,0.4,0.24,0.36,0.35,0.34,0.33,0.27,0.54,0.46,0.5,-0.28,0.04,-0.37,0.07,4.18,-0.21,-0.16,-0.25,-0.26,-0.17,-0.24,-0.17,-0.12,-0.24,-0.28,-0.16,-0.22,-0.24,-0.19,-0.2,-0.38,-0.2,-0.23,-0.12,-0.16,338.63,86,0.33,0.2,5,2.51,0,0,1
O60383,6.17,2.86,3.52,5.07,4.19,5.07,3.74,4.19,5.73,10.57,1.98,4.19,6.61,4.19,6.17,11.01,4.19,4.85,1.54,4.19,0.16,0.09,0.76,0.26,0.45,0.37,0.07,0.1,0.09,0.16,0.76,0.47,0.26,0.33,0.15,0.05,0.44,0.26,0.3,0.39,0.29,0.32,0.25,0.49,0.52,0.12,-0.27,-0.16,-0.24,0.13,4.18,-0.25,-0.15,-0.17,-0.22,-0.19,-0.22,-0.18,-0.19,-0.24,-0.34,-0.11,-0.19,-0.26,-0.19,-0.25,-0.35,-0.19,-0.21,-0.09,-0.19,78.51,81,0.35,0.22,11,6.24,0,0,1
O60391,13.04,1.63,3.93,4.89,3.55,8.05,2.59,2.01,2.4,13.71,1.34,1.44,9.3,3.64,8.44,6.04,4.31,6.04,2.01,1.63,0.13,0.09,0.78,0.17,0.59,0.52,0.09,0.07,0.09,0.13,0.78,0.57,0.24,0.31,0.1,0.03,0.5,0.21,0.29,0.5,0.26,0.25,0.29,0.54,0.46,-0.07,-0.6,-0.22,-0.22,0.35,3.97,-0.38,-0.1,-0.18,-0.21,-0.17,-0.29,-0.14,-0.11,-0.13,-0.39,-0.08,-0.09,-0.32,-0.17,-0.3,-0.25,-0.2,-0.25,-0.11,-0.1,3383.8,1800,0.33,0.23,16,10.34,0,0,1
O60393,7.53,2.6,4.34,6.22,3.18,8.68,1.59,2.32,4.63,9.41,1.74,1.74,15.2,5.93,4.63,9.41,5.07,3.18,1.16,1.45,0.11,0.11,0.79,0.25,0.52,0.46,0.15,0.06,0.11,0.11,0.79,0.51,0.28,0.4,0.15,0.04,0.42,0.19,0.39,0.38,0.38,0.34,0.28,0.58,0.42,0.21,-0.55,0.07,-0.37,0.39,4,-0.28,-0.14,-0.2,-0.25,-0.16,-0.31,-0.1,-0.13,-0.21,-0.32,-0.1,-0.1,-0.41,-0.24,-0.21,-0.32,-0.22,-0.16,-0.07,-0.09,103.81,229,0.31,0.2,7,3.92,0,0,1
O60423,7.46,2.15,4.62,6,5.23,5.85,1.77,5.23,4.85,11.38,2.46,3.62,4.08,4.38,6.23,7.15,5.54,7.23,1.62,3.15,0.13,0.11,0.77,0.22,0.51,0.41,0.04,0.1,0.11,0.13,0.77,0.52,0.21,0.34,0.13,0.05,0.45,0.3,0.25,0.46,0.28,0.24,0.23,0.48,0.52,-0.09,-0.45,-0.32,-0.39,0.1,4.17,-0.28,-0.12,-0.21,-0.24,-0.22,-0.24,-0.1,-0.22,-0.21,-0.36,-0.13,-0.17,-0.19,-0.2,-0.25,-0.27,-0.23,-0.27,-0.1,-0.16,3207,0,0.24,0.14,3,1.78,0,0,1
O60427,6.98,1.13,3.83,3.83,8.33,4.95,6.76,4.5,5.63,11.94,2.7,3.83,5.41,4.5,3.6,5.18,3.83,5.86,3.6,3.6,0.16,0.08,0.76,0.18,0.54,0.4,0.05,0.16,0.08,0.16,0.76,0.54,0.25,0.26,0.09,0.04,0.46,0.31,0.23,0.47,0.27,0.28,0.18,0.41,0.59,-0.44,-0.11,-0.19,0.02,0.1,4.19,-0.27,-0.07,-0.18,-0.18,-0.3,-0.22,-0.26,-0.2,-0.23,-0.37,-0.14,-0.18,-0.23,-0.2,-0.17,-0.22,-0.18,-0.24,-0.17,-0.17,7766.9,8650,0.33,0.21,13,7.77,0,0,1
O60437,7.4,0.57,5.41,14.24,1.31,3.02,2.22,2.96,7.63,12.3,0.97,3.3,2.68,9.28,8.88,5.52,3.25,6.32,0.68,2.05,0.19,0.2,0.62,0.21,0.38,0.35,0.03,0.04,0.2,0.19,0.62,0.38,0.25,0.41,0.09,0.02,0.63,0.17,0.2,0.35,0.43,0.17,0.17,0.38,0.63,0.69,-0.18,-0.65,-0.61,0.22,3.91,-0.28,-0.04,-0.23,-0.4,-0.08,-0.15,-0.12,-0.15,-0.28,-0.37,-0.07,-0.16,-0.14,-0.32,-0.31,-0.23,-0.16,-0.25,-0.05,-0.12,1121.38,2779,0.32,0.19,13,7.26,0,0,1
O60443,6.45,2.62,6.65,6.25,4.84,6.45,1.21,4.23,5.85,14.52,1.41,2.62,4.23,6.05,4.03,7.06,5.24,8.67,0.4,1.21,0.11,0.13,0.76,0.22,0.51,0.45,0.04,0.07,0.13,0.11,0.76,0.53,0.18,0.38,0.12,0.04,0.46,0.27,0.27,0.48,0.32,0.2,0.23,0.5,0.5,-0.05,-0.66,-0.32,-0.6,0.21,4.04,-0.26,-0.14,-0.26,-0.25,-0.21,-0.26,-0.08,-0.19,-0.24,-0.4,-0.09,-0.14,-0.19,-0.25,-0.19,-0.27,-0.22,-0.31,-0.03,-0.08,107.77,56,0.37,0.27,9,5.7,0,0,1
O60447,5.68,1.23,4.2,10.86,3.33,3.7,2.72,4.69,7.28,10.99,3.58,3.95,3.21,7.04,5.56,9.26,4.44,5.56,0.99,1.73,0.16,0.15,0.69,0.24,0.42,0.34,0.03,0.06,0.15,0.16,0.69,0.44,0.23,0.4,0.14,0.05,0.54,0.22,0.24,0.36,0.37,0.25,0.2,0.41,0.59,0.35,-0.3,-0.42,-0.5,0.15,4.1,-0.24,-0.08,-0.19,-0.35,-0.16,-0.18,-0.14,-0.21,-0.28,-0.35,-0.17,-0.18,-0.16,-0.27,-0.23,-0.32,-0.2,-0.23,-0.07,-0.1,7.77,12,0.29,0.18,2,1.14,0,0,1
O60449,4.88,3.72,5.75,6.5,4.53,5.92,3.14,4.82,6.97,8.42,1.45,4.94,4.59,3.48,4.01,8.65,5.28,4.88,4.24,3.83,0.14,0.12,0.74,0.25,0.44,0.34,0.05,0.13,0.12,0.14,0.74,0.47,0.24,0.36,0.14,0.05,0.39,0.31,0.3,0.41,0.32,0.27,0.23,0.49,0.51,0.17,-0.2,-0.07,-0.29,-0.03,4.24,-0.21,-0.18,-0.24,-0.26,-0.2,-0.24,-0.16,-0.21,-0.27,-0.3,-0.09,-0.21,-0.2,-0.17,-0.19,-0.31,-0.22,-0.21,-0.19,-0.18,521.84,163,0.36,0.24,41,21.82,0.01,0.01,1
O60462,5.16,2.58,6.44,7.09,3.97,7.63,2.36,5.8,4.4,8.06,1.93,3.76,6.23,4.19,4.94,8.59,5.8,4.62,2.26,4.19,0.12,0.14,0.75,0.25,0.46,0.38,0.06,0.1,0.14,0.12,0.75,0.46,0.22,0.4,0.14,0.05,0.38,0.29,0.33,0.4,0.32,0.29,0.24,0.51,0.49,0.22,-0.37,-0.09,-0.45,0.08,4.21,-0.22,-0.14,-0.26,-0.27,-0.19,-0.28,-0.13,-0.24,-0.2,-0.29,-0.11,-0.18,-0.25,-0.19,-0.21,-0.3,-0.24,-0.21,-0.12,-0.19,888.82,880,0.35,0.24,19,12.99,0.01,0.01,1
O60469,6.01,1.54,4.57,5.57,2.73,6.56,1.64,6.66,4.67,7.65,1.64,4.52,6.26,4.32,5.62,10.14,7.7,7.16,1.44,3.58,0.12,0.1,0.78,0.27,0.46,0.4,0.06,0.08,0.1,0.12,0.78,0.49,0.23,0.39,0.18,0.03,0.37,0.31,0.32,0.4,0.3,0.31,0.24,0.55,0.46,0.18,-0.54,-0.26,-0.49,0.13,4.15,-0.24,-0.09,-0.2,-0.23,-0.14,-0.26,-0.1,-0.26,-0.21,-0.28,-0.1,-0.2,-0.25,-0.2,-0.23,-0.34,-0.29,-0.27,-0.09,-0.17,360.86,247,0.34,0.21,11,6.02,0,0,1
O60476,7.33,0.62,5.3,7.64,4.68,8.27,4.21,5.46,6.86,11.23,2.18,3.74,5.15,1.72,5.93,4.99,4.21,4.37,2.18,3.9,0.17,0.13,0.7,0.15,0.51,0.42,0.05,0.11,0.13,0.17,0.7,0.47,0.26,0.32,0.09,0.03,0.47,0.25,0.28,0.44,0.3,0.25,0.21,0.44,0.56,0.06,-0.31,-0.3,-0.24,0.12,4.15,-0.28,-0.05,-0.23,-0.28,-0.21,-0.3,-0.19,-0.23,-0.27,-0.35,-0.12,-0.18,-0.22,-0.1,-0.24,-0.22,-0.19,-0.2,-0.12,-0.18,0,0,0.27,0.17,2,1.03,0,0,1
O60477,3.55,3.02,4.47,5.12,5.12,5.12,2.89,5.39,4.34,10.64,2.89,4.99,3.81,6.7,8.15,8.8,5.39,4.07,1.84,3.68,0.15,0.1,0.75,0.28,0.42,0.33,0.04,0.11,0.1,0.15,0.75,0.46,0.24,0.36,0.14,0.06,0.44,0.29,0.27,0.39,0.29,0.28,0.21,0.43,0.57,0.15,-0.16,-0.31,-0.3,0.01,4.2,-0.17,-0.15,-0.2,-0.22,-0.22,-0.22,-0.15,-0.23,-0.2,-0.34,-0.15,-0.22,-0.18,-0.26,-0.3,-0.31,-0.23,-0.19,-0.11,-0.18,4006.06,5077,0.36,0.21,7,3.57,0,0,1
O60479,8.36,0.7,3.48,3.83,1.74,5.57,3.48,1.39,4.88,8.36,1.05,4.18,12.2,7.32,4.18,12.54,4.88,3.48,1.05,7.32,0.13,0.07,0.8,0.33,0.43,0.39,0.12,0.1,0.07,0.13,0.8,0.43,0.29,0.38,0.17,0.02,0.42,0.21,0.38,0.31,0.36,0.42,0.27,0.55,0.45,0.3,-0.25,0.01,-0.31,0.31,4,-0.3,-0.05,-0.17,-0.18,-0.1,-0.23,-0.17,-0.09,-0.21,-0.3,-0.07,-0.19,-0.37,-0.28,-0.19,-0.38,-0.21,-0.17,-0.07,-0.28,106.27,221,0.31,0.2,8,4.63,0,0,1
O60481,10.06,2.14,3,4.93,4.93,9.42,8.14,1.71,5.14,5.14,2.57,4.07,8.78,3.21,4.5,10.28,4.71,3.85,0.64,2.78,0.18,0.08,0.74,0.23,0.47,0.39,0.09,0.08,0.08,0.18,0.74,0.45,0.31,0.36,0.15,0.05,0.44,0.21,0.36,0.38,0.29,0.37,0.32,0.56,0.44,0.53,-0.42,0.1,-0.05,0.19,4.1,-0.33,-0.12,-0.15,-0.21,-0.21,-0.32,-0.3,-0.1,-0.22,-0.22,-0.14,-0.19,-0.31,-0.16,-0.2,-0.34,-0.21,-0.18,-0.05,-0.14,1987.12,2082,0.34,0.22,20,11.3,0,0,1
O60486,6.06,3.12,4.78,6.76,4.34,5.55,2.17,5.23,6.89,10.01,1.47,4.85,4.34,3.7,4.91,8.35,6.38,7.02,1.28,2.81,0.14,0.12,0.75,0.24,0.45,0.38,0.04,0.08,0.12,0.14,0.75,0.49,0.23,0.36,0.15,0.05,0.42,0.3,0.28,0.43,0.31,0.26,0.23,0.5,0.5,0.16,-0.46,-0.25,-0.45,0.07,4.18,-0.25,-0.16,-0.21,-0.26,-0.2,-0.23,-0.12,-0.22,-0.27,-0.33,-0.09,-0.21,-0.2,-0.18,-0.21,-0.3,-0.25,-0.27,-0.08,-0.15,45.38,0,0.33,0.21,9,6.36,0,0,1
O60487,6.98,1.4,6.05,6.05,5.12,5.58,2.33,6.51,5.58,9.3,1.4,2.79,4.19,3.26,6.05,6.05,5.12,10.23,2.33,3.72,0.14,0.12,0.74,0.2,0.52,0.43,0.04,0.11,0.12,0.14,0.74,0.53,0.21,0.32,0.11,0.03,0.41,0.34,0.25,0.47,0.28,0.23,0.2,0.48,0.52,-0.14,-0.42,-0.37,-0.37,0.11,4.16,-0.27,-0.09,-0.25,-0.25,-0.22,-0.23,-0.13,-0.26,-0.23,-0.32,-0.09,-0.14,-0.19,-0.16,-0.25,-0.25,-0.22,-0.34,-0.13,-0.18,0,0,0.27,0.16,1,0.4,0,0,1
